DTXSID,preferredName,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2029298,"alpha-Sulfo-omega-(dodecyloxy)poly(oxy-1,2-ethanediyl) sodium salt",9004-82-4,(C2H4O)nC12H25NaO4S, ,57,367,16,Active,60.7946213830764,3.03973106915382,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2029662,Dichloro(dioctyl)stannane,3542-36-7,C16H34Cl2Sn,416.105958,62,234,26,Active,94.6044263396863,4.73022131698432,12.477241163275,1.09611856931938
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2029874,Fenofibrate,49562-28-9,C20H21ClO4,360.112837,153,638,24,Active,48.0643271444716,2.40321635722358,35.1848692930943,1.54635594202269
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032390,Fenarimol,60168-88-9,C17H12Cl2N2O,330.032668,275,778,35,Active,67.1624521560803,3.35812260780401,55.5303140276114,1.74453012944363
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032005,4-Hydroxyphenyl retinamide,65646-68-6,C26H33NO2,391.251129,138,234,59,Active,103.905058098652,5.19525290493261,29.2088582445787,1.46551458101428
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032348,Chlorophacinone,3691-35-8,C23H15ClO3,374.070972,151,371,41,Active,81.0078281612284,4.05039140806142,4.73522473911514,0.675340595935145
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032550,"Fenpyroximate (Z,E)",111812-58-9,C24H27N3O4,421.200156,234,690,34,Active,48.1330561278295,2.40665280639147,66.5039984827471,1.82284775758564
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032500,Triflumizole,68694-11-1,C15H15ClF3N3O,345.085574,375,792,47,Active,67.8755316911004,3.39377658455502,67.6007428449725,1.82995146830406
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032398,Fludioxonil,131341-86-1,C12H6F2N2O2,248.039734,227,735,31,Active,38.6675831933856,1.93337915966928,16.9904942726407,1.23020601316911
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032392,Fenoxaprop-ethyl,66441-23-4,C18H16ClNO5,361.0717,61,650,9,Active,35.0829037830712,1.75414518915356,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032558,Kresoxim-methyl,143390-89-0,C18H19NO4,313.131408,93,404,23,Active,48.6658237925604,2.43329118962802,28.7504964296907,1.4586453479757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2033736,Nelfinavir mesylate,159989-65-8,C33H51N3O8S2,681.311758,120,234,51,Active,65.1226890923715,3.25613445461858,8.58628968057276,0.933805536432266
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2033281,Cadmium acetate dihydrate,5743-04-4,C4H10CdO6,267.951103,111,234,47,Active,111.003690720812,5.55018453604059,47.8479456765772,1.67986329633483
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2033314,Chlorhexidine,55-56-1,C22H30Cl2N10,504.203196,145,324,45,Active,69.6987910359582,3.48493955179791,6.53229805212805,0.815065992268155
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034598,Fenoxaprop-P-ethyl,71283-80-2,C18H16ClNO5,361.0717,38,368,10,Active,47.2908906611456,2.36454453305728,31.7820297927379,1.50218163043068
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034625,Fluoxastrobin,361377-29-9,C21H16ClFN4O5,458.079325,249,712,35,Active,66.6859886377774,3.33429943188887,59.1955684460998,1.77228919538096
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034881,Quinoxyfen,124495-18-7,C15H8Cl2FNO,306.996697,175,666,26,Active,56.8194816357897,2.84097408178948,75.0673658764949,1.87545117668464
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2036112,2-(8-Heptadecenyl)-2-imidazoline-1-ethanol,95-38-5,C22H42N2O,350.329714,151,366,41,Active,50.1159982596339,2.50579991298169,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2037712,"4,4',4''-Ethane-1,1,1-triyltriphenol",27955-94-8,C20H18O3,306.125594,288,635,45,Active,93.0879488711565,4.65439744355783,9.94208756150852,0.997477583718744
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2036588,"Glycols, polyethylene, mono(p-nonylphenyl) ether",26027-38-3,(C2H4O)nC15H24O, ,146,373,39,Active,72.5872360370085,3.62936180185042,10.0331003947185,1.00143515797092
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2037186,4'-(Acridin-9-ylamino)-3'-methoxymethanesulfonanilide hydrochloride,54301-15-4,C21H20ClN3O3S,429.09139,44,78,56,Active,24.900272103024,1.2450136051512,0.725000235235782,-0.139661852516475
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2040652,Artemisinin,63968-64-9,C15H22O5,282.146724,19,234,8,Active,50.6947356995952,2.53473678497976,1.51612703692895,0.180735592539937
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2039336,S-Bioallethrin,28434-00-6,C19H26O3,302.188195,196,728,27,Active,46.4753003761173,2.32376501880586,55.2170095353744,1.74207288224795
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2040363,Diniconazole,83657-24-3,C15H17Cl2N3O,325.074868,293,725,40,Active,68.6343009028638,3.43171504514319,73.2283213354698,1.86467907861181
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2040787,Benzalkonium chloride C12 (BAC C12),139-07-1,C21H38ClN,339.269278,151,321,47,Active,70.222105357305,3.51110526786525,24.7708967434051,1.39394172897837
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2041759,Quaternium 17,124-03-8,C20H44BrN,377.265713,282,453,62,Active,112.257392101425,5.61286960507124,20.2214249379738,1.30581175565135
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2042224,o-(Chloromercuri)phenol,90-03-9,C6H5ClHgO,329.973535,47,78,60,Active,90.1719257790889,4.50859628895444,20,1.30102999566398
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2041622,Benfuracarb,82560-54-1,C20H30N2O5S,410.187543,93,442,21,Active,33.6024154295384,1.68012077147692,74.8282233647976,1.87406543395717
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2044000,Metitepine,20229-30-5,C20H24N2S2,356.138091,83,234,35,Active,61.8023386395259,3.0901169319763,32.6194089348215,1.51347608733972
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2044507,Maprotiline hydrochloride,10347-81-6,C20H24ClN,313.159727,138,322,43,Active,81.4214021398508,4.07107010699254,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045232,Tiratricol,51-24-1,C14H9I3O4,621.76349,210,676,31,Active,66.3007221549666,3.31503610774833,7.85540745156469,0.8951687163495
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045076,Chlortetracycline hydrochloride,64-72-2,C22H24Cl2N2O8,514.090971,38,319,12,Active,86.8550375421902,4.34275187710951,50.6044902400455,1.7041890543883
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045105,Cyclobenzaprine hydrochloride,6202-23-9,C20H22ClN,311.144077,36,234,15,Active,25.6154463285521,1.2807723164276,0.569334907434878,-0.244632187624282
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2044971,"2,2',2''-[Methanetriyltris(benzene-4,1-diyloxymethanediyl)]trioxirane",66072-38-6,C28H28O6,460.188589,92,319,29,Active,91.3186469908324,4.56593234954162,74.4207240850927,1.87169389122476
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045109,Nortriptyline hydrochloride,894-71-3,C19H22ClN,299.144077,14,78,18,Active,43.0098647498337,2.15049323749169,30.7182967240455,1.48739713115583
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045498,Terconazole,67915-31-5,C26H31Cl2N5O3,531.180395,13,78,17,Active,25.4030042114003,1.27015021057002,2.00064088907454E-05,-4.69883085933467
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045573,Monensin sodium,22373-78-0,C36H61NaO11,692.411157,12,78,15,Active,27.1853607816882,1.35926803908441,0.702221362571838,-0.153525962814348
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2045781,Stilonium iodide,77257-42-2,C22H30INO,451.13721,33,234,14,Active,69.0807635726842,3.45403817863421,14.8131556941133,1.17064758752516
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046092,Devazepide,103420-77-5,C25H20N4O2,408.158626,39,249,16,Active,75.4973065682265,3.77486532841133,4.00159926759881,0.602233594898766
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046177,Pecazine,60-89-9,C19H22N2S,310.15037,9,78,12,Active,33.3514990088863,1.66757495044432,27.8495042200448,1.44481746822015
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046834,Miripirium chloride,2748-88-1,C20H36ClN,325.253628,28,78,36,Active,68.7387117406467,3.43693558703234,12.8177333905999,1.10781123399829
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046545,Diphenylcyclopropenone,886-38-4,C15H10O,206.073165,92,234,39,Active,96.2135797011847,4.81067898505923,38.072812918847,1.58061496481025
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046880,Trabectedin,114899-77-3,C39H43N3O11S,761.26183,29,78,37,Active,114.934156545268,5.74670782726338,0.0342687968906449,-1.46510114251866
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046591,"3,3'-Diethylthiacarbocyanine iodide",905-97-5,C21H21IN2S2,492.01909,114,234,49,Active,106.621151255649,5.33105756278245,12.694146853873,1.10360351819865
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046707,Narasin,55134-13-9,C43H72O11,764.507463,28,78,36,Active,96.7239602311377,4.83619801155688,29.0507936661842,1.46315800179127
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046755,Pirarubicin,72496-41-4,C32H37NO12,627.231576,94,234,40,Active,66.7089564927972,3.33544782463986,37.6141400687201,1.57535113746509
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2046919,Vatalanib,212141-54-3,C20H15ClN4,346.098524,41,249,16,Active,61.7786235679625,3.08893117839813,33.3956189520951,1.52368949705928
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047272,CJ-013610,249296-43-3,C23H27N3O5S2,489.139213,232,629,37,Active,45.9118661095682,2.29559330547841,1.58425866150438,0.199826090191011
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047307,PD-0333941,501027-49-2,C23H22N2O4,390.157957,134,619,22,Active,50.3389163333494,2.51694581666747,75.4695846528389,1.87777195985656
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047353,SSR 241586 HCl,NOCAS_47353,C32H43Cl3N4O3,636.240074,408,677,60,Active,90.164831248673,4.50824156243365,58.5806203381125,1.76775396632122
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047357,Surinabant,288104-79-0,C23H23BrCl2N4O,520.04323,262,657,40,Active,69.2843302169035,3.46421651084518,4.8694229299529,0.687477496494553
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047800,Bleomycin sulfate,9041-93-4,, ,23,93,25,Active,29.4577582473301,1.4728879123665,5.06850436165346,0.704879824558745
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2048161,Rimcazole dihydrochloride,75859-03-9,C21H29Cl2N3,393.173853,84,234,36,Active,36.2392818612474,1.81196409306237,30.9237369114248,1.49029196978536
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2047852,Carphenazine dimaleate,2975-34-0,C32H39N3O10S,657.235616,18,78,23,Active,53.7503406717451,2.68751703358726,19.0205632850883,1.27922337421986
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2048905,Buprenorphine hydrochloride,53152-21-9,C29H42ClNO4,503.280237,140,234,60,Active,98.2792662984931,4.91396331492465,27.8433703078776,1.44472180340701
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2048957,Doramapimod,285983-48-4,C31H37N5O3,527.28964,30,234,13,Active,72.4480107050624,3.62240053525312,15.9282693444249,1.20216859092998
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049008,Ilmofosine,83519-04-4,C26H56NO5PS,525.361682,3,78,4,Active,45.8705471825609,2.29352735912805,21.853886039184,1.33952867404391
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049050,rac Benidipine hydrochloride,91599-74-5,C28H32ClN3O6,541.197964,44,246,18,Active,39.7331413405745,1.98665706702873,38.1484053577651,1.58147638871822
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049054,Dibromopropamidine dihydrochloride,50357-61-4,C17H20Br2Cl2N4O2,539.933007,10,78,13,Active,71.9095974644506,3.59547987322253,21.0610694397697,1.32348042003078
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049260,3-Aminofluoranthene,2693-46-1,C16H11N,217.089149,76,234,32,Active,145.458889810142,7.27294449050711,1.14043653040871,0.0570711201604227
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049210,"3,3-Diphenylacrylaldehyde",1210-39-5,C15H12O,208.088815,69,234,29,Active,80.2118886629919,4.0105944331496,22.7259727985107,1.35652248252031
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049268,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",326-06-7,C10H7F3O2,216.039814,19,234,8,Active,37.5620172457785,1.87810086228893,7.93700563797814,0.899656688802792
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2049391,Tributyltetradecylphosphonium dodecylbenzenesulfonate,817629-57-5,C44H85O3PS,724.595705,135,234,58,Active,73.644664786485,3.68223323932425,2.6060817481276,0.415988034632087
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020093,p-Anisidinium chloride,20265-97-8,C7H10ClNO,159.045092,19,364,5,Active,30.5558764882824,1.52779382441412,21.847132140484,1.33939443548004
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020099,Sodium aristolochate-I,10190-99-5,C17H10NNaO7,363.035496,96,237,41,Active,141.857951614497,7.09289758072485,15.6404318282857,1.19424873964791
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020120,Azelnidipine,123524-52-7,C33H34N4O6,582.247835,127,234,54,Active,41.7285835380651,2.08642917690325,4.80320826367076E-05,-4.31846858225504
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020209,Butylparaben,94-26-8,C11H14O3,194.094294,102,657,16,Active,49.7171098356634,2.48585549178317,63.4624747069608,1.80251700332415
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020207,Dinoseb,88-85-7,C10H12N2O5,240.074621,245,614,40,Active,47.0564108836056,2.35282054418028,7.50701635453133,0.875467362006651
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020419,Dibutyltin diacetate,1067-33-0,C12H24O4Sn,352.069661,95,234,41,Active,73.240985082787,3.66204925413935,7.93706617974349,0.899660001494698
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020330,Cinnamyl anthranilate,87-29-6,C16H15NO2,253.110279,48,234,21,Active,60.2720245865526,3.01360122932763,63.5318362796697,1.80299140806
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020465,Diethylstilbestrol,56-53-1,C18H20O2,268.14633,394,806,49,Active,33.0376155324136,1.65188077662068,28.4388856028071,1.45391257426469
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021192,Promethazine hydrochloride,58-33-3,C17H21ClN2S,320.111398,110,321,34,Active,67.2526745096161,3.36263372548081,46.9854977170236,1.67196383169391
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021140,"1,2-Phenylenediamine dihydrochloride",615-28-1,C6H10Cl2N2,180.022104,54,234,23,Active,53.7132514389125,2.68566257194562,34.0669510754899,1.53233326681289
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021770,"2,2',6,6'-Tetrachlorobisphenol A",79-95-8,C15H12Cl4O2,363.95914,235,554,42,Active,66.5584953036023,3.32792476518011,24.3241293838408,1.38603730482691
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022320,Triphenylethylene,58-72-0,C20H16,256.125201,59,426,14,Active,30.0750274128084,1.50375137064042,11.2898279541681,1.05268732375626
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022160,4-Hydroxyazobenzene,1689-82-3,C12H10N2O,198.079313,87,246,35,Active,77.0842132121472,3.85421066060736,70.6008483231315,1.84880991946316
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022370,Progesterone,57-83-0,C21H30O2,314.22458,253,649,39,Active,91.5270149238678,4.57635074619339,75.9447937143685,1.88049800678839
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022536,4-Cumylphenol,599-64-4,C15H16O,212.120115,287,711,40,Active,45.8849258830007,2.29424629415004,25.3474804014572,1.40393479593258
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022742,Carubicin,50935-04-1,C26H27NO10,513.163496,46,78,59,Active,105.042049073633,5.25210245368167,10.8813121760079,1.03668127003475
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023180,Itraconazole,84625-61-6,C35H38Cl2N8O4,704.239307,38,234,16,Active,26.0578061429262,1.30289030714631,5.88464792449155,0.769720484337561
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023057,Floxuridine,50-91-9,C9H11FN2O5,246.0652,36,249,14,Active,24.4837774875496,1.22418887437748,2.05426617296771,0.312656714802523
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023550,Raloxifene,84449-90-1,C28H27NO4S,473.16608,129,234,55,Active,96.7245535325987,4.83622767662993,0.0149137094841295,-1.82641432112657
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023340,Mycophenolate mofetil,128794-94-5,C23H31NO7,433.210052,49,234,21,Active,64.9945040587036,3.24972520293518,0.199684208250555,-0.699656279349751
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3023685,Tolcapone,134308-13-7,C14H11NO5,273.063722,92,322,29,Active,75.9372361818917,3.79686180909458,29.500695403063,1.46983225347489
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3024235,Flusilazole,85509-19-9,C16H15F2N3Si,315.10033,276,755,37,Active,71.8730185774855,3.59365092887428,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3024239,Oxadiazon,19666-30-9,C15H18Cl2N2O3,344.069448,217,735,30,Active,51.7277337253971,2.58638668626986,48.8751001041956,1.68908765991094
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3024499,4-Aminophenol,123-30-8,C6H7NO,109.052764,106,234,45,Active,106.581217347505,5.32906086737527,55.6522534930183,1.74548275465039
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3025203,C.I. Direct Red 2,992-59-6,C34H26N6Na2O6S2,724.115063,43,234,18,Active,74.4365378268359,3.72182689134179,32.2523180979889,1.50856093450571
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3025045,Diethylene glycol diacrylate,4074-88-8,C10H14O5,214.084124,100,234,43,Active,89.332891870294,4.4666445935147,75.2883593481922,1.87672783328371
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3025540,Thimerosal,54-64-8,C9H9HgNaO2S,405.992738,186,322,58,Active,91.5410453004729,4.57705226502364,16.6185199722577,1.22059234336489
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3026190,"2,2',4'-Trichloroacetophenone",4252-78-2,C8H5Cl3O,221.940598,99,234,42,Active,112.511722278593,5.62558611392967,18.1678622771315,1.25930382902164
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,103-24-2,C25H48O4,412.35526,48,580,8,Active,33.9980202789797,1.69990101394899,2.33038973264054,0.367428558185274
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3027403,Tributyltin chloride,1461-22-9,C12H27ClSn,326.082331,544,817,67,Active,61.401676532737,3.07008382663685,0.937730467536541,-0.0279219732230346
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3027740,2-Ethylhexyl acid phosphate,12645-31-7,, ,35,234,15,Active,78.776863969786,3.9388431984893,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3027950,Trimethylolpropane ethoxylate triacrylate,28961-43-5,(C2H4O)n(C2H4O)n(C2H4O)nC15H20O6, ,103,234,44,Active,120.737784999842,6.03688924999212,46.827594128199,1.67050184551029
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3030056,"2,2',4,4'-Tetrabromodiphenyl ether",5436-43-1,C12H6Br4O,481.715217,52,294,18,Active,32.4110632174813,1.62055316087407,72.5422175559722,1.86059082747273
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3031860,Perfluorodecanoic acid,335-76-2,C10HF19O2,513.967314,269,705,38,Active,25.1597478041643,1.25798739020822,1.82535268795615,0.261346789688232
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3030189,2-Biphenylamine,90-41-5,C12H11N,169.089149,8,234,3,Active,31.4908320633159,1.5745416031658,15.6909969525229,1.19565053805631
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3030636,Doxorubicin hydrochloride,25316-40-9,C27H30ClNO11,579.150738,166,406,41,Active,110.431058573572,5.52155292867862,2.48297818722539,0.394972904327316
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3031864,Perfluorooctanesulfonic acid,1763-23-1,C8HF17O3S,499.937494,264,978,27,Active,46.7494240575032,2.33747120287516,47.025531383965,1.67233371173586
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3032389,Farnesol,4602-84-0,C15H26O,222.198365,54,371,15,Active,31.1424995944178,1.55712497972089,30.9808891409136,1.49109387770502
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3032549,Fenhexamid,126833-17-8,C14H17Cl2NO2,301.063634,101,686,15,Active,33.8817179966621,1.6940858998331,75.377519850388,1.8772418437396
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3033307,Cetylpyridinium bromide,140-72-7,C21H38BrN,383.218763,158,322,49,Active,82.803191536934,4.1401595768467,20.7999669047399,1.31806264394833
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3034402,Butachlor,23184-66-9,C17H26ClNO2,311.165207,210,686,31,Active,56.2564936651175,2.81282468325587,45.112992509717,1.65430163639391
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3037094,4-Hydroxytamoxifen,68392-35-8,C26H29NO2,387.219829,352,705,50,Active,95.5446027353974,4.77723013676987,0.00905997888661962,-2.04287281440214
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3037757,10-Undecen-1-al,112-45-8,C11H20O,168.151415,9,435,2,Active,32.8740582863924,1.64370291431962,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3037208,Diclofenac sodium,15307-79-6,C14H10Cl2NNaO2,316.998628,79,597,13,Active,50.7160703013924,2.53580351506962,37.854635788069,1.57811907204998
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3038939,Perfluorooctanesulfonamide,754-91-6,C8H2F17NO2S,498.953478,322,693,46,Active,37.502219234001,1.87511096170005,23.37119170277,1.36868085773848
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3039240,Antimony potassium tartrate trihydrate,28300-74-5,C8H10K2O15Sb2,665.737,54,234,23,Active,39.0889078043161,1.9544453902158,24.1661611142743,1.38320766657226
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3040352,Dinocap,39300-45-3,, ,302,497,61,Active,121.61644296648,6.080822148324,26.0144736198153,1.4152150427509
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3040980,Bortezomib,179324-69-7,C19H25BN4O4,384.196885,114,246,46,Active,43.8209450434695,2.19104725217348,0.0118193248122008,-1.92740733214434
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041409,2-Chloro-N-phenylacetamide,587-65-5,C8H8ClNO,169.029442,129,355,36,Active,40.1502709492145,2.00751354746072,28.9577434459961,1.46176471611852
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042007,Glyceryl monoricinoleate,1323-38-2,, ,47,352,13,Active,26.2352783296236,1.31176391648118,33.3503962538814,1.52310099836806
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041665,Benzalkonium chloride C16 (BAC C16),122-18-9,C25H46ClN,395.331878,267,456,59,Active,65.9330114746412,3.29665057373206,38.4481690544771,1.58487566303289
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041617,Barban,101-27-9,C11H9Cl2NO2,257.001034,119,239,50,Active,90.0061621112128,4.50030810556064,32.5351311945267,1.51235256232065
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041619,Benalaxyl,71626-11-4,C20H23NO3,325.167794,29,237,12,Active,27.6278699831298,1.38139349915649,56.3457670300892,1.75086129527963
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042261,Pencycuron,66063-05-6,C19H21ClN2O,328.134241,55,237,23,Active,81.9216099711207,4.09608049855604,35.6994264943374,1.5526612392958
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042500,Triphenyltin fluoride,379-52-2,C18H15FSn,370.017981,185,319,58,Active,117.156118936506,5.85780594682532,1.30362802881626,0.115153689495911
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042633,Clomipramine hydrochloride,17321-77-6,C19H24Cl2N2,350.131654,128,322,40,Active,78.7202153025436,3.93601076512718,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3044205,Rabeprazole sodium,117976-90-6,C18H20N3NaO3S,381.112307,49,319,15,Active,31.1210834918449,1.55605417459225,61.9193922239035,1.79182668483407
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042477,Tolnaftate,2398-96-1,C19H17NOS,307.103085,49,322,15,Active,30.9836768202005,1.54918384101003,63.1207030573632,1.80017182753078
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042681,Artesunate,88495-63-0,C19H28O8,384.178418,14,78,18,Active,43.3213907137656,2.16606953568828,0.470340050595478,-0.327588038451386
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3044590,"2',4',5',7'-Tetrabromofluorescein",15086-94-9,C20H8Br4O5,643.710525,74,321,23,Active,91.0065947124902,4.55032973562451,17.0289631141676,1.23118820477383
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3044966,"N-(4-Methylpentan-2-yl)-N-phenylbenzene-1,4-diamine",61931-82-6,C18H24N2,268.193949,113,319,35,Active,69.9733739762443,3.49866869881221,37.0324763207997,1.5685827538129
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3045144,Dequalinium dichloride,522-51-0,C30H40Cl2N4,526.263003,13,78,17,Active,73.0138820754844,3.65069410377422,10,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3045192,6-(Trifluoromethoxy)-2-Benzothiazolamine,1744-22-5,C8H5F3N2OS,234.007468,26,234,11,Active,22.1805421829029,1.10902710914514,0.000151384924985953,-3.81991737002341
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3045645,Podofilox,518-28-5,C22H22O8,414.131468,37,249,15,Active,26.4977907610125,1.32488953805062,0.0122697483954683,-1.91116434286225
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3046083,Aripiprazole,129722-12-9,C23H27Cl2N3O2,447.148032,94,234,40,Active,96.756591970761,4.83782959853805,26.7985972129482,1.42811206124444
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3046322,Dihydroergocristine,17479-19-5,C35H41N5O5,611.310769,12,78,15,Active,33.250449737481,1.66252248687405,38.479472099769,1.58522910531666
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3046407,Ambazone,539-21-9,C8H11N7S,237.079665,16,78,21,Active,26.4618813144182,1.32309406572091,20,1.30102999566398
